product_code,resol_code,name,img_link,price,proficiency_level,power_consum(W),screen_size(cm),display_type,ref_rate(Hz),os_type,speaker_output(W),width(mm),height(mm),depth(mm),weight(kg),manual_link
TVT159,RES000,LG 올레드 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10784839/gallery/medium-interior01.jpg,3290000.0,4.0,0.5,163.0,올레드,144.0,webOS 26,20.0,1449.0,832.0,45.0,17.1,https://gscs-b2c.lge.com/open/downloadFile?fileId=xj8TLH8WK3fUIJWsrsmIuQ
TVT160,RES000,LG 올레드 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10787830/gallery/medium-interior01.jpg,2790000.0,3.0,0.5,163.0,올레드,120.0,webOS 26,20.0,1449.0,832.0,45.0,17.1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Xb4ppqxxdoXU2APZLZAstQ
TVT161,RES000,LG 올레드 evo (스탠드형) + LG 스탠바이미 2,https://www.lge.co.kr/kr/images/tvs/md10720839/gallery/medium01.jpg,4780000.0,4.0,0.5,163.0,올레드,120.0,webOS 24,20.0,1441.0,826.0,45.0,16.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=BR3nqIXzkZe6F7DPU2FVWg
TVT162,RES000,LG 올레드 evo AI (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10570838/gallery/medium-interior01.jpg,2890000.0,4.0,0.5,163.0,올레드,144.0,webOS 25,20.0,1441.0,826.0,45.0,16.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=aHDDCVsgctqb3h6xAcy3Q
TVT163,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770863/gallery/medium-interior01.jpg,4688000.0,4.0,0.5,163.0,올레드,165.0,webOS 26,40.0,1441.0,826.0,45.0,16.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=gIy5ZNrs3rj0240vPWw7qw
TVT164,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770835/gallery/medium-interior01.jpg,5188000.0,4.0,0.5,163.0,올레드,165.0,webOS 26,60.0,1441.0,826.0,24.0,22.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=0VwHCDDO2w0olJtZPf2A
TVT165,RES000,LG 올레드 evo (OLED M),https://www.lge.co.kr/kr/images/tvs/md10413831/gallery/medium-interior01.jpg,,5.0,0.5,163.0,올레드,120.0,webOS 24,60.0,1441.0,836.0,24.0,23.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=bpzUnw8lvah3EyUnL4yFA
TVT166,RES000,LG 올레드 TV (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10319947/gallery/medium-interior01.jpg,5190000.0,4.0,0.5,194.0,올레드,120.0,webOS 24,20.0,1719.0,989.0,50.0,22.9,https://gscs-b2c.lge.com/open/downloadFile?fileId=u0O06oEh9Ys5fONPRBJQ
TVT167,RES000,LG 올레드 TV (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md10319933/gallery/medium-interior01.jpg,5190000.0,4.0,0.5,194.0,올레드,120.0,webOS 24,20.0,1719.0,989.0,50.0,22.9,https://gscs-b2c.lge.com/open/downloadFile?fileId=JRaoTH4gdylpqB2McZv6w
TVT168,RES000,LG 올레드 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10579838/gallery/medium-interior01.jpg,5490000.0,4.0,0.5,194.0,올레드,120.0,webOS 25,20.0,1719.0,989.0,50.0,22.9,https://gscs-b2c.lge.com/open/downloadFile?fileId=VBDMUenyXCirfjM587iqMw
TVT169,RES000,LG 올레드 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10573837/gallery/medium-interior01.jpg,,4.0,0.5,194.0,올레드,120.0,webOS 25,20.0,1719.0,989.0,50.0,22.9,https://gscs-b2c.lge.com/open/downloadFile?fileId=XHbkXJIaD4816J7TtI7BcQ
TVT170,RES000,LG 올레드 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10784837/gallery/medium-interior01.jpg,5790000.0,4.0,0.5,194.0,올레드,144.0,webOS 26,20.0,1719.0,989.0,50.0,22.9,https://gscs-b2c.lge.com/open/downloadFile?fileId=qZcQVTVxze0dY9zCvGQc8w
TVT171,RES000,LG 올레드 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10787828/gallery/medium-interior01.jpg,5290000.0,3.0,0.5,194.0,올레드,120.0,webOS 26,20.0,1719.0,989.0,50.0,22.9,https://gscs-b2c.lge.com/open/downloadFile?fileId=0CVw5Rj319DItGoaH8DA
TVT172,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770859/gallery/medium-interior01.jpg,6590000.0,4.0,0.5,194.0,올레드,165.0,webOS 26,20.0,1711.0,982.0,47.0,23.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=fcVMPCIBRhozqTt7XxxgoA
TVT173,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770859/gallery/medium-interior01.jpg,7288000.0,4.0,0.5,194.0,올레드,165.0,webOS 26,40.0,1711.0,982.0,47.0,23.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=JgXkb9ebadVLwq7TCMRYw
TVT174,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543834/gallery/medium-interior02.jpg,8200000.0,4.0,0.5,194.0,올레드,165.0,webOS 25,60.0,1712.0,982.0,24.0,33.6,https://gscs-b2c.lge.com/open/downloadFile?fileId=9q92yP85k0AoW9Hv9MRwgg
TVT175,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770832/gallery/medium-interior01.jpg,11388000.0,4.0,0.5,194.0,올레드,165.0,webOS 26,60.0,1712.0,982.0,24.0,33.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=GeZAklKkOWdkKrqkQ2lAg
TVT176,RES000,LG 올레드 evo AI (OLED M),https://www.lge.co.kr/kr/images/tvs/md10606845/gallery/medium-interior01.jpg,9300000.0,5.0,0.5,194.0,올레드,144.0,webOS 25,60.0,1712.0,986.0,24.0,35.5,https://gscs-b2c.lge.com/open/downloadFile?fileId=h4bXCNSEXTi8tfqOR1g
TVT177,RES000,LG 올레드 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10573834/gallery/medium-interior01.jpg,7700000.0,4.0,0.5,209.0,올레드,120.0,webOS 25,20.0,1842.0,1055.0,52.0,26.7,https://gscs-b2c.lge.com/open/downloadFile?fileId=sjkqa4Fa6rzzStZcC9q9w
TVT178,RES000,LG 올레드 AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10785832/gallery/medium-interior01.jpg,,4.0,0.5,209.0,올레드,144.0,webOS 26,20.0,1842.0,1055.0,52.0,26.7,https://gscs-b2c.lge.com/open/downloadFile?fileId=pmwpVkd5JLY6kpEAxLeJPA
TVT179,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10542833/gallery/medium-interior01.jpg,9000000.0,4.0,0.5,209.0,올레드,144.0,webOS 25,40.0,1842.0,1055.0,52.0,28.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=8yRn8iM47D6XpP5cBfXCWg
TVT180,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10542833/gallery/medium-interior01.jpg,8800000.0,4.0,0.5,209.0,올레드,144.0,webOS 25,20.0,1842.0,1055.0,52.0,28.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=C5fAX2zwgcKs7B0RwD64hg
TVT181,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770844/gallery/medium-interior01.jpg,10000000.0,4.0,0.5,209.0,올레드,165.0,webOS 26,40.0,1842.0,1055.0,52.0,28.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=WGnSSp5teybqaI3sHncX2w
TVT182,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770844/gallery/medium-interior01.jpg,8900000.0,4.0,0.5,209.0,올레드,165.0,webOS 26,20.0,1842.0,1055.0,52.0,28.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=qZLNU2GkY46OP6SrPA9Iw
TVT183,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770844/gallery/medium-interior01.jpg,10000000.0,4.0,0.5,209.0,올레드,165.0,webOS 26,40.0,1842.0,1055.0,52.0,28.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=likcPzyNtgFnZhAheAivgw
TVT184,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10543827/gallery/medium-interior01.jpg,13000000.0,4.0,0.5,209.0,올레드,165.0,webOS 25,60.0,1847.0,1057.0,28.0,39.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=MZw3qYX3T66hR3iByJzfAA
TVT185,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770829/gallery/medium-interior01.jpg,15000000.0,4.0,0.5,209.0,올레드,165.0,webOS 26,60.0,1847.0,1057.0,28.0,37.2,https://gscs-b2c.lge.com/open/downloadFile?fileId=7IpaJjt08sCO9Mhkjsnw
TVT186,RES000,LG 올레드 evo AI (OLED M),https://www.lge.co.kr/kr/images/tvs/md10606843/gallery/medium-interior01.jpg,,5.0,0.5,209.0,올레드,144.0,webOS 25,60.0,1847.0,1062.0,28.0,38.3,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ejuhowgq1trjVQrjCx2xBg
TVT187,RES000,LG 올레드 evo (벽걸이형),https://www.lge.co.kr/kr/images/tvs/md09451826/gallery/medium-interior01.jpg,,,0.5,245.0,올레드,120.0,webOS 22,60.0,2155.0,1225.0,28.0,57.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=T4WHlkutA5AW7m3lQbbA
TVT188,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10542831/gallery/medium-interior01.jpg,42900000.0,,0.5,245.0,올레드,120.0,webOS 25,60.0,2155.0,1230.0,28.0,57.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=6DXwy4xBJfLXmfFYmRP8Q
TVT189,RES000,LG 올레드 evo AI (스탠드형),https://www.lge.co.kr/kr/images/tvs/md10770826/gallery/medium-interior01.jpg,50384000.0,,0.5,245.0,올레드,120.0,webOS 26,60.0,2155.0,1230.0,28.0,57.0,https://gscs-b2c.lge.com/open/downloadFile?fileId=UmyB0RzKKk5V6hXdpkgKw
TVT190,,LG 스마트 캠,https://www.lge.co.kr/kr/images/tvs/md09964830/gallery/medium-interior02.jpg,142000.0,,,,,,,,,,,,https://gscs-b2c.lge.com/open/downloadFile?fileId=r7V0EkmISdhW1Xe2SbvOUA
