product_code,name,img_link,price,proficiency_level,power_consum(W),install_type,door_cnt,total_cap(L),refrige_cap(L),freeze_cap(L),width(mm),height(mm),depth(mm),weight(kg),color,door_type,cool_type,smart_diag,ice_maker,manual_link
REF037,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10411833/gallery/medium-interior01.jpg,4052000,2,56.3,프리스탠딩,4,860,498,362,914,1860,918,155,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=j2dlBOwBTpkYaNKbPEeCA
REF038,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10449865/gallery/medium-interior01.jpg,,2,56.3,프리스탠딩,4,860,498,362,914,1860,918,155,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=j2dlBOwBTpkYaNKbPEeCA
REF039,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10449868/gallery/medium-interior01.jpg,,1,43.3,프리스탠딩,4,860,498,362,914,1860,918,161,오브제컬렉션 베이지 / 클레이 브라운,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=j2dlBOwBTpkYaNKbPEeCA
REF040,LG 디오스 AI 오브제컬렉션 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10681841/gallery/medium-interior01.jpg,3200000,1,43.7,프리스탠딩,4,870,503,367,914,1860,918,155,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF041,LG 디오스 AI 오브제컬렉션 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10681838/gallery/medium-interior01.jpg,3670000,1,43.7,프리스탠딩,4,870,503,367,914,1860,918,155,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,0,
REF042,LG 디오스 AI 오브제컬렉션 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10681835/gallery/medium-interior01.jpg,3774000,1,43.7,프리스탠딩,4,870,503,367,914,1860,918,156,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,
REF043,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10681831/gallery/medium-interior01.jpg,4010000,1,43.3,프리스탠딩,4,860,498,362,914,1860,918,166,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,
REF044,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10681829/gallery/medium-interior01.jpg,4120000,2,56.3,프리스탠딩,4,860,498,362,914,1860,918,155,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=j2dlBOwBTpkYaNKbPEeCA
REF045,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (양문형),https://www.lge.co.kr/kr/images/refrigerators/md10559843/gallery/medium-interior01.jpg,,2,50.0,프리스탠딩,2,810,524,286,913,1790,913,128,오브제컬렉션 베이지 베이지,메탈,멀티냉각방식,1,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=m7n5HRb3XgGkpkMUGV1ojA
REF046,"LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (양문형, 매직스페이스)",https://www.lge.co.kr/kr/images/refrigerators/md10559842/gallery/medium-interior01.jpg,,2,50.0,프리스탠딩,2,810,524,286,913,1790,913,134,오브제컬렉션 베이지 베이지,메탈,멀티냉각방식,1,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=m7n5HRb3XgGkpkMUGV1ojA
REF047,"LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (양문형, 매직스페이스)",https://www.lge.co.kr/kr/images/refrigerators/md10559842/gallery/medium-interior01.jpg,,2,50.0,프리스탠딩,2,810,524,286,913,1790,913,134,오브제컬렉션 베이지 베이지,메탈,멀티냉각방식,1,0,
REF048,LG 디오스 오브제컬렉션 STEM 얼음정수 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10449858/gallery/medium-interior01.jpg,,2,54.5,프리스탠딩,4,820,458,362,914,1860,918,176,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=otHUga2ig4bN1Pyigc1zw
REF049,LG 디오스 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10409827/gallery/medium-interior01.jpg,,2,54.5,프리스탠딩,4,820,458,362,914,1860,918,182,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=otHUga2ig4bN1Pyigc1zw
REF050,LG 디오스 오브제컬렉션 STEM 얼음정수 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10449862/gallery/medium-interior01.jpg,,2,54.5,프리스탠딩,4,820,458,362,914,1792,918,158,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LjEZy1YwVbNnxxG4nK1w
REF051,LG 디오스 오브제컬렉션 STEM 얼음정수 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10411829/gallery/medium-interior01.jpg,,2,54.5,프리스탠딩,4,820,458,362,914,1792,918,165,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LjEZy1YwVbNnxxG4nK1w
REF052,LG SIGNATURE 얼음정수 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md08044485/gallery/medium-interior01.jpg,,3,3.0,,,840,505,335,912,1784,929,235,샤이니 유니버스,스테인리스,,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=I7KtMBaYqz2cKi6pduRFpQ
REF053,LG 모던엣지 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md09091857/gallery/medium-interior01.jpg,980000,1,28.8,,,300,201,,595,1720,677,62,샤인,,멀티냉각방식,0,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=GJow7imGxpMsNtHlSMWhw
REF054,LG 모던엣지 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10366874/gallery/medium-interior01.jpg,980000,4,31.9,프리스탠딩,2,344,234,110,595,1860,682,71,몽블랑 네이처,메탈,멀티냉각방식,1,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=j6HTy8UONiTXGoIKsJtmmQ
REF055,LG SIGNATURE 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md09911826/gallery/medium-interior01.jpg,,3,30.3,LG SIGNATURE,,403,291,112,700,1793,735,167,난방향 스테인리스,스테인리스,,1,0,
REF056,LG 모던엣지 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10672827/gallery/medium-interior01.jpg,1300000,3,34.9,프리스탠딩,2,462,329,133,705,1850,740,84,프라임 실버,메탈,멀티냉각방식,1,1,
REF057,LG 디오스 오브제컬렉션 냉장고 Fit & Max (본체),https://www.lge.co.kr/kr/images/refrigerators/md10522834/gallery/medium01.jpg,,2,32.9,Fit & Max,4,504,300,204,835,1860,685,122,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=3qqiH6grIMMQpHIIwB4crw
REF058,LG 디오스 오브제컬렉션 냉장고 Fit & Max (본체),https://www.lge.co.kr/kr/images/refrigerators/md10522833/gallery/medium01.jpg,,2,32.9,Fit & Max,4,504,300,204,835,1860,685,123,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=3qqiH6grIMMQpHIIwB4crw
REF059,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555922/gallery/medium-interior01.jpg,3450000,2,32.9,Fit & Max,4,504,300,204,835,1860,685,136,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=3qqiH6grIMMQpHIIwB4crw
REF060,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555932/gallery/medium-interior01.jpg,3050000,2,32.9,Fit & Max,4,504,300,204,835,1860,685,133,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,
REF061,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555924/gallery/medium-interior01.jpg,3850000,2,32.9,Fit & Max,4,504,300,204,835,1860,685,129,오브제컬렉션 그린 / 실버,스테인리스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=3qqiH6grIMMQpHIIwB4crw
REF062,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555923/gallery/medium-interior01.jpg,3850000,2,32.9,Fit & Max,4,504,300,204,835,1860,685,129,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=3qqiH6grIMMQpHIIwB4crw
REF063,LG 디오스 AI 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10635852/gallery/medium01.jpg,,1,29.5,Fit & Max,4,609,380,229,914,1860,698,132,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF064,LG 디오스 AI 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10635849/gallery/medium-interior01.jpg,4218000,1,29.5,Fit & Max,4,609,380,229,914,1860,698,146,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF065,LG 디오스 AI 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10635853/gallery/medium-interior01.jpg,3750000,1,29.5,Fit & Max,4,609,380,229,914,1860,698,144,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF066,LG 디오스 AI 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10635855/gallery/medium-interior01.jpg,3350000,1,29.5,Fit & Max,4,609,380,229,914,1860,698,140,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF067,LG 디오스 오브제컬렉션 빌트인 타입 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md09053846/gallery/medium-interior01.jpg,,2,2.0,,,613,384,229,914,1860,698,142,오브제컬렉션 클레이 브라운 / 베이지,글라스,,1,0,
REF068,LG 디오스 오브제컬렉션 빌트인 타입 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md09053854/gallery/medium-interior01.jpg,,2,2.0,,,613,384,229,914,1860,698,138,오브제컬렉션 그레이 / 블랙,메탈,,1,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=wUJir3fhRlzj52rmIVSOA
REF069,LG 디오스 오브제컬렉션 냉장고 Fit & Max (본체),https://www.lge.co.kr/kr/images/refrigerators/md10540850/gallery/medium01.jpg,,2,38.0,Fit & Max,4,613,384,229,914,1860,698,129,패널 선택 필요,,멀티냉각방식,1,1,
REF070,LG 디오스 오브제컬렉션 냉장고 Fit & Max (본체),https://www.lge.co.kr/kr/images/refrigerators/md10558849/gallery/medium01.jpg,,2,38.0,Fit & Max,4,613,384,229,914,1860,698,130,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF071,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (본체),https://www.lge.co.kr/kr/images/refrigerators/md10528827/gallery/medium01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,132,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF072,"LG 디오스 오브제컬렉션 냉장고 Fit & Max (노크온, 본체)",https://www.lge.co.kr/kr/images/refrigerators/md10540833/gallery/medium01.jpg,,2,38.0,Fit & Max,4,613,384,229,914,1860,698,141,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF073,"LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온, 본체)",https://www.lge.co.kr/kr/images/refrigerators/md10528826/gallery/medium01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,141,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF074,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555893/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,613,384,229,914,1860,698,143,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF075,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555893/gallery/medium-interior01.jpg,3600000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,143,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF076,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10558853/gallery/medium-interior01.jpg,4052000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,144,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF077,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10558853/gallery/medium-interior01.jpg,4052000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,144,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF078,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10540832/gallery/medium-interior01.jpg,4050000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,146,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF079,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555840/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,146,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF080,LG 디오스 오브제컬렉션 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10555877/gallery/medium-interior01.jpg,4440000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,151,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF081,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10516831/gallery/medium-interior01.jpg,4773000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,147,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF082,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10553840/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,151,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF083,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555865/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,143,오브제컬렉션 네이비 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF084,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555900/gallery/medium-interior01.jpg,3200000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,140,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF085,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10558862/gallery/medium-interior01.jpg,3608000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,141,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,
REF086,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555875/gallery/medium-interior01.jpg,3650000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,143,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF087,LG 디오스 오브제컬렉션 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10555887/gallery/medium-interior01.jpg,4107000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,148,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF088,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10553852/gallery/medium-interior01.jpg,4400000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,148,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF089,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10553851/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,148,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF090,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555891/gallery/medium-interior01.jpg,4000000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,140,오브제컬렉션 그린 / 실버,스테인리스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF091,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10558851/gallery/medium-interior01.jpg,4496000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,141,오브제컬렉션 그린 / 실버,스테인리스,멀티냉각방식,1,1,
REF092,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555867/gallery/medium-interior01.jpg,4450000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,143,오브제컬렉션 그린 / 실버,스테인리스,멀티냉각방식,1,1,
REF093,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555844/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,143,오브제컬렉션 그린 / 실버,스테인리스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF094,LG 디오스 오브제컬렉션 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10555879/gallery/medium-interior01.jpg,4773000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,148,오브제컬렉션 그린 / 실버,스테인리스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF095,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10553836/gallery/medium-interior01.jpg,5050000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,148,오브제컬렉션 그린 / 실버,스테인리스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF096,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10553837/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,148,오브제컬렉션 그린 / 실버,스테인리스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF097,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555890/gallery/medium-interior01.jpg,4000000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,140,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF098,LG 디오스 오브제컬렉션 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10558850/gallery/medium-interior01.jpg,4496000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,141,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF099,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555866/gallery/medium-interior01.jpg,4450000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,143,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF100,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10555841/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,143,오브제컬렉션 실버 / 실버,스테인리스,멀티냉각방식,1,1,
REF101,LG 디오스 오브제컬렉션 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10555878/gallery/medium-interior01.jpg,4773000,2,38.0,Fit & Max,4,613,384,229,914,1860,698,143,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=Dcda4GSDyDAzSHJEoaNHAw
REF102,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10553834/gallery/medium-interior01.jpg,5106000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,148,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,
REF103,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10553835/gallery/medium-interior01.jpg,,2,38.0,Fit & Max,4,601,378,223,914,1860,698,148,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF104,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10315849/gallery/medium-interior01.jpg,,1,43.3,프리스탠딩,4,858,496,362,914,1860,918,166,오브제컬렉션 그린 실버,스테인리스,멀티냉각방식,1,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=c9BG8ZgHNHO67vkfL4UOA
REF105,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (본체),https://www.lge.co.kr/kr/images/refrigerators/md10364848/gallery/medium01.jpg,,1,41.5,프리스탠딩,4,857,497,360,914,1860,918,152,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=hdGrsMWBUO5EpHWkPlbQ
REF106,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10390893/gallery/medium-interior01.jpg,4607000,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,166,오브제컬렉션 크림 화이트 / 크림 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=zh6tQZHE0xnC65VkEMAERw
REF107,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10419855/gallery/medium-interior01.jpg,,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,166,오브제컬렉션 크림 화이트 / 크림 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=zh6tQZHE0xnC65VkEMAERw
REF108,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10419848/gallery/medium-interior01.jpg,,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,166,오브제컬렉션 클레이핑크 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=zh6tQZHE0xnC65VkEMAERw
REF109,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10390885/gallery/medium-interior01.jpg,5495000,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,166,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,
REF110,"LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스,본체)",https://www.lge.co.kr/kr/images/refrigerators/md10604867/gallery/medium01.jpg,,1,43.1,프리스탠딩,4,854,494,360,914,1860,918,160,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=wMFijiG46FLdqMbvv6Rgrg
