product_code,name,img_link,price,proficiency_level,power_consum(W),cool_cap(W),voltage(V),hertz(Hz),in_width(mm),in_height(mm),in_depth(mm),out_width(mm),out_height(mm),out_depth(mm),coverage(㎡),wind_speed(level),dehumid,color,manual_link
ACT125,LG 휘센 AI 오브제컬렉션 뷰I 프로 에어컨 2in1 (6시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10742833/gallery/medium-interior01.jpg,5350000,1,2050,7200,220,60,350,1840,295,870,800,320,58.5,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=2T9LtZIbc7D5duR8qrISw
ACT126,LG 휘센 AI 오브제컬렉션 위너 에어컨 2in1 (1시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10821833/gallery/medium-interior01.jpg,,3,2400,7200,220,60,350,1820,300,870,650,330,58.5,3,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=ARUQSiBEwDHMcqgkpCug
ACT127,LG 휘센 오브제컬렉션 위너 에어컨 2in1,https://www.lge.co.kr/kr/images/air-conditioners/md10278857/gallery/medium-interior01.jpg,,3,2200,7200,220,60,350,1820,300,870,650,330,77.2,3,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=XNJ37mp9XDGEOMDTuHJbeg
ACT128,LG 휘센 오브제컬렉션 위너 에어컨 2in1,https://www.lge.co.kr/kr/images/air-conditioners/md10278867/gallery/medium-interior01.jpg,2609000,3,2200,7200,220,60,350,1820,300,870,650,330,77.2,3,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=XNJ37mp9XDGEOMDTuHJbeg
ACT129,LG 휘센 오브제컬렉션 위너 에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10207830/gallery/medium-interior01.jpg,,3,2200,7200,220,60,350,1820,300,870,650,330,58.5,3,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=XNJ37mp9XDGEOMDTuHJbeg
ACT130,LG 휘센 오브제컬렉션 위너 에어컨 2in1,https://www.lge.co.kr/kr/images/air-conditioners/md10160840/gallery/medium-interior01.jpg,,3,2200,7200,220,60,350,1820,300,870,650,330,77.2,3,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=XNJ37mp9XDGEOMDTuHJbeg
ACT131,LG 휘센 오브제컬렉션 위너 에어컨 2in1,https://www.lge.co.kr/kr/images/air-conditioners/md10481830/gallery/medium-interior01.jpg,,3,2200,7200,220,60,350,1820,300,870,650,330,77.2,3,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=XNJ37mp9XDGEOMDTuHJbeg
ACT132,LG 휘센 오브제컬렉션 위너 에어컨 2in1 매립배관형,https://www.lge.co.kr/kr/images/air-conditioners/md10160841/gallery/medium-interior01.jpg,,3,2200,7200,220,60,350,1820,300,870,650,330,77.2,3,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=XNJ37mp9XDGEOMDTuHJbeg
ACT133,LG 휘센 AI 오브제컬렉션 뷰II 에어컨 2in1 (1시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10558826/gallery/medium-interior02.jpg,3108000,3,2300,7700,220,60,350,1840,295,870,800,320,81.3,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=2Arpmb0HBJ4s18wvcKHcUQ
ACT134,LG 휘센 AI 오브제컬렉션 뷰II 에어컨 2in1 (2시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10558866/gallery/medium-interior02.jpg,,3,2300,7700,220,60,350,1840,295,870,800,320,81.3,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=2Arpmb0HBJ4s18wvcKHcUQ
ACT135,LG 휘센 AI 오브제컬렉션 뷰I 에어컨 2in1 (3시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10576857/gallery/medium-interior01.jpg,,2,2300,7700,220,60,350,1840,295,870,800,320,81.3,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=vCJ2j1ZpB3CUaXNv5tGqw
ACT136,LG 휘센 AI 오브제컬렉션 뷰II 에어컨 2in1 (1시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10783852/gallery/medium-interior01.jpg,3186000,3,2300,7700,220,60,350,1840,295,870,800,320,62.6,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=SMm5qgJSPI1u0qUXwsNJnw
ACT137,LG 휘센 오브제컬렉션 타워II 에어컨 2in1 (2시리즈)매립배관형,https://www.lge.co.kr/kr/images/air-conditioners/md10324841/gallery/medium-interior01.jpg,,2,2350,8100,220,60,380,1915,295,870,800,320,84.6,5,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=CSr78KtELvOMwqG5DMlLw
ACT138,LG 휘센 오브제컬렉션 쿨 에어컨 2in1 (2시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10561826/gallery/medium-interior01.jpg,3389000,3,2800,8100,220,60,350,1795,266,870,800,320,84.6,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=HZtfnmMP7cpxSJ5TcMtT3w
ACT139,LG 휘센 오브제컬렉션 쿨 에어컨 2in1 (2시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10561826/gallery/medium-interior01.jpg,,3,2800,8100,220,60,350,1795,266,870,800,320,84.6,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=HZtfnmMP7cpxSJ5TcMtT3w
ACT140,LG 휘센 AI 오브제컬렉션 뷰I 프로 에어컨 2in1 (6시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10495867/gallery/medium-interior01.jpg,4606000,2,2400,8200,220,60,350,1840,295,870,800,320,84.6,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=CtIk6J6F6mXmEPYS6XYVZA
ACT141,LG 휘센 AI 오브제컬렉션 쿨 에어컨 2in1 (2시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10781853/gallery/medium-interior01.jpg,,3,2800,8100,220,60,350,1795,320,870,800,320,65.9,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Squ2mSleGrHJrdsdbqFfrQ
ACT142,LG 휘센 AI 오브제컬렉션 위너 에어컨 2in1 (2시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10807831/gallery/medium-interior01.jpg,,3,2530,8100,220,60,350,1820,300,870,800,320,65.9,3,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=AI2yqWoSZESJ9tICDWVvA
ACT143,LG 휘센 오브제컬렉션 타워II 에어컨 2in1 (4시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10301831/gallery/medium-interior01.jpg,,2,2400,8200,220,60,380,1915,295,870,800,320,93.2,5,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=CSr78KtELvOMwqG5DMlLw
ACT144,LG 휘센 AI 오브제컬렉션 타워I 에어컨 2in1 (9시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10492861/gallery/medium-interior01.jpg,,1,2050,8200,220,60,380,1915,295,870,800,320,93.2,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Nfb8Zk3OveQ8W2a25HmiRQ
ACT145,LG 휘센 AI 오브제컬렉션 뷰I 프로 에어컨 2in1 (6시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10495861/gallery/medium-interior01.jpg,,2,2400,8200,220,60,350,1840,295,870,800,320,93.2,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=iBCaXvBMzrwPCIqgUftGXw
ACT146,LG 휘센 AI 오브제컬렉션 뷰I 프로 에어컨 2in1 (6시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10495860/gallery/medium-interior01.jpg,,2,2400,8200,220,60,350,1840,295,870,800,320,93.2,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=iBCaXvBMzrwPCIqgUftGXw
ACT147,LG 휘센 AI 오브제컬렉션 타워I 에어컨 2in1 (9시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10738838/gallery/medium-interior01.jpg,7182000,1,2200,8200,220,60,380,1915,295,870,800,320,74.5,5,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=VeBvxgsv9u6PPFuMrJQ
ACT148,LG 휘센 AI 오브제컬렉션 타워I 에어컨 2in1 (9시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10738840/gallery/medium-interior01.jpg,7182000,1,2200,8200,220,60,380,1915,295,870,800,320,74.5,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=VeBvxgsv9u6PPFuMrJQ
ACT149,LG 휘센 AI 오브제컬렉션 뷰II 에어컨 2in1 (2시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10783834/gallery/medium-interior01.jpg,3796000,,,,,,,,,,,,,,,,https://gscs-b2c.lge.com/open/downloadFile?fileId=SMm5qgJSPI1u0qUXwsNJnw
ACT150,LG 휘센 AI 오브제컬렉션 뷰I 에어컨 2in1 (3시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10782858/gallery/medium-interior01.jpg,4351000,2,2800,8200,220,60,350,1840,295,870,800,320,74.5,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=1h2334ObrNW8ouyu4DCVbA
ACT151,LG 휘센 AI 오브제컬렉션 뷰I 프로 에어컨 2in1 (6시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10742835/gallery/medium-interior01.jpg,5350000,2,2500,8200,220,60,350,1840,295,870,800,320,74.5,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=2T9LtZIbc7D5duR8qrISw
ACT152,LG 휘센 오브제컬렉션 타워I 에어컨 2in1 (6시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10333829/gallery/medium-interior01.jpg,,1,2350,9000,220,60,380,1915,295,870,800,320,100.5,5,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=cofEdVGrPuYpbwXPl49A
ACT153,LG 휘센 AI 오브제컬렉션 타워I 에어컨 2in1 (5시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10733834/gallery/medium-interior01.jpg,5627000,2,2280,9000,220,60,380,1915,295,870,800,320,81.8,5,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=7PJedwHolVWDWBKsTN35g
ACT154,LG 휘센 AI 오브제컬렉션 타워I 에어컨 2in1 (5시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10495851/gallery/medium-interior01.jpg,5627000,2,2280,9000,220,60,380,1915,295,870,800,320,81.8,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=7PJedwHolVWDWBKsTN35g
ACT155,LG 휘센 AI 오브제컬렉션 타워I 에어컨 2in1 (9시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10492853/gallery/medium-interior01.jpg,,1,2350,9000,220,60,380,1915,295,870,800,320,100.5,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Nfb8Zk3OveQ8W2a25HmiRQ
ACT156,LG 휘센 AI 오브제컬렉션 타워I 에어컨 2in1 (9시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10738836/gallery/medium-interior01.jpg,7570000,1,2500,9000,220,60,380,1915,295,870,800,320,81.8,5,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=VeBvxgsv9u6PPFuMrJQ
ACT157,LG 휘센 AI 오브제컬렉션 타워I 에어컨 2in1 (9시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10738837/gallery/medium-interior01.jpg,7570000,1,2500,9000,220,60,380,1915,295,870,800,320,81.8,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=VeBvxgsv9u6PPFuMrJQ
ACT158,LG 휘센 오브제컬렉션 쿨 사계절에어컨 2in1 (1시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10658826/gallery/medium-interior01.jpg,3608000,,1850,6500,220,60,350,1795,266,870,800,320,71.5,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=x9KwisOE2GEP6gjg2BV3A
ACT159,LG 휘센 오브제컬렉션 쿨 사계절에어컨 2in1 (1시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10658826/gallery/medium-interior01.jpg,3719000,,1850,6500,220,60,350,1795,266,870,800,320,71.5,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=x9KwisOE2GEP6gjg2BV3A
ACT160,LG 휘센 사계절에어컨 (위너),https://www.lge.co.kr/kr/images/air-conditioners/md09765838/gallery/medium-interior01.jpg,2775000,4,2200,6500,220,60,350,1820,300,870,800,320,52.8,3,1,웨딩 스노우,https://gscs-b2c.lge.com/open/downloadFile?fileId=6f2JtfbaFr0tUxdp8xKVUQ
ACT161,LG 휘센 오브제컬렉션 뷰I 사계절에어컨(3시리즈),https://www.lge.co.kr/kr/images/air-conditioners/md10463831/gallery/medium-interior02.jpg,3719000,3,2080,7200,220,60,350,1840,295,870,800,320,58.5,5,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=wW21X2ofjE877CwlzfjN5Q
ACT162,LG 휘센 오브제컬렉션 사계절에어컨 2in1 (타워 히트),https://www.lge.co.kr/kr/images/air-conditioners/md10278853/gallery/medium-interior01.jpg,4329000,,2390,8100,220,60,380,1915,295,870,800,320,84.6,5,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=Uwmas4HUrmnZAQrvRJXg
ACT163,LG 휘센 오브제컬렉션 타워I 사계절에어컨 (프리미엄),https://www.lge.co.kr/kr/images/air-conditioners/md10262833/gallery/medium-interior01.jpg,,,2390,8100,220,60,380,1915,295,870,800,320,84.6,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ku2S1gA2eFa7oshT0BnNw
ACT164,LG 휘센 오브제컬렉션 사계절에어컨 2in1 (타워 스페셜),https://www.lge.co.kr/kr/images/air-conditioners/md10278851/gallery/medium-interior01.jpg,,,2390,8100,220,60,380,1915,295,870,800,320,84.6,5,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=WXLRod5NkjG8XpAmwcg
ACT165,LG 휘센 오브제컬렉션 이동식 에어컨 (듀얼호스),https://www.lge.co.kr/kr/images/air-conditioners/md10572830/gallery/medium-interior01.jpg,1166000,1,1260,2800,220,60,,,,,,,23.0,3,1,화이트(로즈데코),https://gscs-b2c.lge.com/open/downloadFile?fileId=CN4m80sJ7KkqaVbxxWRQ
ACT166,LG 휘센 오브제컬렉션 이동식 에어컨 (듀얼호스),https://www.lge.co.kr/kr/images/air-conditioners/md10572827/gallery/medium-interior01.jpg,1277000,1,1540,3200,220,60,,,,,,,26.0,3,1,카밍 베이지(로즈데코),https://gscs-b2c.lge.com/open/downloadFile?fileId=CN4m80sJ7KkqaVbxxWRQ
ACT167,LG 휘센 오브제컬렉션 이동식 에어컨 (듀얼호스),https://www.lge.co.kr/kr/images/air-conditioners/md10572832/gallery/medium-interior01.jpg,1221000,1,1540,3200,220,60,,,,,,,26.0,3,1,화이트(로즈데코),https://gscs-b2c.lge.com/open/downloadFile?fileId=CN4m80sJ7KkqaVbxxWRQ
ACT168,LG 휘센 오브제컬렉션 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09107826/gallery/medium-interior01.jpg,,,,2300,220,60,857,348,192,,,,18.7,6,1,카밍 그린,https://gscs-b2c.lge.com/open/downloadFile?fileId=t8aUBxdbWHwXG4frd6bzg
ACT169,LG 휘센 오브제컬렉션 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09126826/gallery/medium-interior01.jpg,,,,2300,220,60,837,302,192,,,,18.7,6,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=XhXPqlqrq6lCqYGFMLP3PQ
ACT170,LG 휘센 오브제컬렉션 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09863828/gallery/medium-interior01.jpg,,,550,2300,220,60,774,348,192,,,,18.7,6,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ewc3YNeBmqqLvKbZqAO8g
ACT171,LG 휘센 오브제컬렉션 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09863829/gallery/medium-interior01.jpg,,,550,2300,220,60,774,348,192,,,,18.7,6,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ewc3YNeBmqqLvKbZqAO8g
ACT172,LG 휘센 오브제컬렉션 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09863830/gallery/medium-interior01.jpg,,,550,2300,220,60,774,348,192,,,,18.7,6,1,크림 그레이,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ewc3YNeBmqqLvKbZqAO8g
ACT173,LG 휘센 오브제컬렉션 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09853832/gallery/medium-interior01.jpg,,,530,2300,220,60,857,348,192,,,,18.7,6,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ewc3YNeBmqqLvKbZqAO8g
ACT174,LG 휘센 오브제컬렉션 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09863826/gallery/medium-interior01.jpg,,,530,2300,220,60,857,348,192,,,,18.7,6,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ewc3YNeBmqqLvKbZqAO8g
ACT175,LG 휘센 오브제컬렉션 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09863827/gallery/medium-interior01.jpg,,,530,2300,220,60,857,348,192,,,,18.7,6,1,크림 그레이,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ewc3YNeBmqqLvKbZqAO8g
ACT176,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09151829/gallery/medium-interior01.jpg,,,,2300,220,60,754,308,189,,,,18.7,6,1,웨딩 스노우,https://gscs-b2c.lge.com/open/downloadFile?fileId=Z1rgvo56SG4OHtjNBdnwQ
ACT177,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09126830/gallery/medium-interior01.jpg,,,,2300,220,60,837,302,189,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=tqPxb5Rgb4xZBDbkQ7V1Q
ACT178,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09119854/gallery/medium-interior01.jpg,,,,2300,220,60,756,265,184,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=MyPBS9yXD5mF1JcPuWTaw
ACT179,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09119855/gallery/medium-interior01.jpg,,,,2300,220,60,756,265,184,,,,18.7,3,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=xiJbFQMaYOX9CospThuw
ACT180,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09863831/gallery/medium-interior01.jpg,,,550,2300,220,60,754,308,189,,,,18.7,6,1,웨딩 스노우,https://gscs-b2c.lge.com/open/downloadFile?fileId=KWAqFaPEu3PovLp1nqC2Q
ACT181,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09863832/gallery/medium-interior01.jpg,,,530,2300,220,60,837,302,189,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=KWAqFaPEu3PovLp1nqC2Q
ACT182,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10296826/gallery/medium-interior01.jpg,743000,5,690,2300,220,60,754,308,189,717,495,230,18.7,6,1,웨딩 스노우,https://gscs-b2c.lge.com/open/downloadFile?fileId=SWV4EG3ihxtKuPigMTOiJQ
ACT183,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10302869/gallery/medium-interior01.jpg,,,550,2300,220,60,754,308,189,,,,18.7,6,1,웨딩 스노우,https://gscs-b2c.lge.com/open/downloadFile?fileId=0nrQhSrjaoOhVEdSiUOMOw
ACT184,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10302868/gallery/medium-interior01.jpg,,,550,2300,220,60,754,348,192,,,,18.7,6,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=R4YNgpPA8M23gTcoWfl1w
ACT185,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10333826/gallery/medium-interior01.jpg,,,530,2300,220,60,837,308,189,,,,18.7,6,1,웨딩 스노우,https://gscs-b2c.lge.com/open/downloadFile?fileId=yaIDB4SxCrgI60to8ybYkg
ACT186,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10269826/gallery/medium-interior01.jpg,1263000,1,510,2300,220,60,837,308,189,770,545,288,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=7vIu6wPwkyhRWgROS1oUg
ACT187,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10302867/gallery/medium-interior01.jpg,,,530,2300,220,60,837,348,192,,,,18.7,6,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=R4YNgpPA8M23gTcoWfl1w
ACT188,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10509827/gallery/medium-interior01.jpg,,,550,2300,220,60,754,308,189,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Vf37tqBmi6gbxyS6rdnWA
ACT189,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10509827/gallery/medium-interior01.jpg,,,550,2300,220,60,799,307,235,,,,,6,,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Vf37tqBmi6gbxyS6rdnWA
ACT190,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10768826/gallery/medium-interior01.jpg,,,550,2300,220,60,754,308,189,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=VBpnMlL0PR7Uw3qTnomvIA
ACT191,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10516827/gallery/medium-interior01.jpg,743000,5,690,2300,220,60,754,308,189,717,495,230,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=QQQ6Skcd6TTtFjJsip84QA
ACT192,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10509826/gallery/medium-interior01.jpg,,,530,2300,220,60,837,308,189,,,,,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Vf37tqBmi6gbxyS6rdnWA
ACT193,LG 휘센 AI 오브제컬렉션 듀얼쿨 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10509828/gallery/medium-interior01.jpg,,,530,2300,220,60,799,307,235,,,,,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=fR7WnJxuytLLtEhTkrHnuw
ACT194,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10731834/gallery/medium-interior01.jpg,,,550,2300,220,60,754,308,189,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=H4SvJs7oZ3I6E1tReRig
ACT195,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10738835/gallery/medium-interior01.jpg,,,530,2300,220,60,837,308,189,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=lOUz6f4aYelGLU6cdZ3YPw
ACT196,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10731831/gallery/medium-interior01.jpg,1199000,1,550,2300,220,60,837,308,189,717,495,230,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=TxqsGo4xpEk7stzaD26Og
ACT197,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10766829/gallery/medium-interior01.jpg,1188000,1,550,2300,220,60,837,308,189,717,495,230,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=6JhtyIhhl0vFqngujcRs8A
ACT198,LG 휘센 오브제컬렉션 듀얼쿨 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10731828/gallery/medium-interior01.jpg,,,530,2300,220,60,799,307,235,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=J7OckAbDsY3qEnYQvo6uw
ACT199,LG 휘센 오브제컬렉션 듀얼쿨 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10754846/gallery/medium-interior01.jpg,,,530,2300,220,60,799,307,235,,,,18.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=c4bhajdq5xxQ3weIhPmg
ACT200,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10770842/gallery/medium-interior01.jpg,722000,5,765,2300,220,60,778,277,197,660,443,225,18.7,8,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=9vWpoRy7kdwgsdR9s9pA
ACT201,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md08043927/gallery/medium-interior01.jpg,,,,2800,220,60,837,302,189,,,,22.8,,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=Ru0SfSHR36xKNL5iPs3Q
ACT202,LG 휘센 벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md08921863/gallery/medium-interior01.jpg,,,,2800,220,60,837,302,189,,,,22.8,,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=A5mJSePS6cGgA5jYWMWA
ACT203,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10333832/gallery/medium-interior01.jpg,,5,930,2800,220,60,754,308,189,717,495,230,22.8,6,1,웨딩 스노우,https://gscs-b2c.lge.com/open/downloadFile?fileId=SWV4EG3ihxtKuPigMTOiJQ
ACT204,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10738835/gallery/medium-interior01.jpg,1321000,1,700,2800,220,60,837,308,189,770,545,288,22.8,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=6JhtyIhhl0vFqngujcRs8A
ACT205,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10731831/gallery/medium-interior01.jpg,1332000,1,700,2800,220,60,837,308,189,770,545,288,22.8,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=OON2jlqyEYltpbgNozFHtw
ACT206,LG 휘센 오브제컬렉션 듀얼쿨 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10754846/gallery/medium-interior01.jpg,1221000,3,820,2800,220,60,799,307,235,717,495,230,22.8,6,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=yfe5OtgweW0ThRDGf0j9jg
