제품명,이미지 링크,가격(원),에너지 소비효율등급,냉방 소비전력(W),냉방능력(W),정격전압(V),실외기 크기(mm),냉방면적(㎡),바람세기,제습,색상,제품사용설명서
LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10333831/gallery/medium-interior01.jpg,"1,332,000원",냉방 1등급,870 / 156,"3,600 / 1,150","220, 60",870x650x330,29.3,6단계,O 있음,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=SWV4EG3ihxtKuPigMTOiJQ
