제품명,이미지 링크,가격(원),에너지 소비효율 등급,소비전력(W)(청소시),크기(청소기 본체),크기(올인원 타워),무게(청소기 본체),무게(올인원 타워),색상(청소기 본체),최대 흡입력(W),배터리 포함 수(개)
LG 코드제로 오브제컬렉션 A9,https://www.lge.co.kr/kr/images/vacuum-cleaners/md10756828/gallery/medium-interior01.jpg,"1,580,000원",해당없음,400,"300 x 1,100 x 245","256 x 1,009 x 298",2.49,9.2,에센스 화이트,280,2 (듀얼)
